0.0100654 34000
0.0203209 34340
0.0206361 34680
0.0209513 35020
0.0212665 35360
0.0215817 35700
0.0218969 36040
0.0222121 36380
0.0225273 36720
0.0228425 37060
0.0231577 37400
0.0234729 37740
0.0237881 38080
0.0241033 38420
0.0244185 38760
0.0247337 39100
0.0250489 39440
0.0253641 39780
0.0256793 40120
0.0259945 40460
0.0263097 40800
0.0266249 41140
0.0269401 41480
0.0272553 41820
0.0275705 42160
0.0278857 42500
0.0282009 42840
0.0285161 43180
0.0288313 43520
0.0291465 43860
0.0294617 44200
0.0297769 44540
0.0300921 44880
0.0304073 45220
0.0307225 45560
0.0310377 45900
0.0313529 46240
0.0316681 46580
0.0319833 46920
0.0322985 47260
0.0326137 47600
0.0329289 47940
0.0332441 48280
0.0335593 48620
0.0338745 48960
0.0341897 49300
0.0345049 49640
0.0348201 49980
0.0351353 50320
0.0354505 50660
0.0357657 51000
0.0360809 51340
0.0363961 51680
0.0367113 52020
0.0370265 52360
0.0373417 52700
0.0376569 53040
0.0379721 53380
0.0382873 53720
0.0386025 54060
0.0389177 54400
0.0392329 54740
0.0395481 55080
0.0398633 55420
0.0401785 55760
0.0404937 56100
0.0408089 56440
0.0411241 56780
0.0414393 57120
0.0417545 57460
0.0420697 57800
0.0423849 58140
0.0427001 58480
0.0430153 58820
0.0433305 59160
0.0436457 59500
0.0439609 59840
0.0442761 60180
0.0445913 60520
0.0449065 60860
0.0452217 61200
0.0455369 61540
0.0458521 61880
0.0461673 62220
0.0464825 62560
0.0467977 62900
0.0471129 63240
0.0474281 63580
0.0477433 63920
0.0480585 64260
0.0483737 64600
0.0486889 64940
0.0490041 65280
0.0493193 65620
0.0496345 65960
0.0499497 66300
0.0502649 66640
0.0505801 66980
0.0508953 67320
0.0512105 67660
0.0515257 68000
0.0518409 68340
0.0521561 68680
0.0524713 69020
0.0527865 69360
0.0531017 69700
0.0534169 70040
0.0537321 70380
0.0540473 70720
0.0543625 71060
0.0546777 71400
0.0549929 71740
0.0553081 72080
0.0556233 72420
0.0559385 72760
0.0562537 73100
0.0565689 73440
0.0568841 73780
0.0571993 74120
0.0575145 74460
0.0578297 74800
0.0581449 75140
0.0584601 75480
0.0587753 75820
0.0590905 76160
0.0594057 76500
0.0597209 76840
0.0600361 77180
0.0603513 77520
0.0606665 77860
0.0609817 78200
0.0612969 78540
0.0616121 78880
0.0619273 79220
0.0622425 79560
0.0625577 79900
0.0628729 80240
0.0631881 80580
0.0635033 80920
0.0638185 81260
0.0641337 81600
0.0644489 81940
0.0647641 82280
0.0650793 82620
0.0653945 82960
0.0657097 83300
0.0660249 83640
0.0663401 83980
0.0666553 84320
0.0669705 84660
0.0672857 85000
0.0676009 85340
0.0679161 85680
0.0682313 86020
0.0685465 86360
0.0688617 86700
0.0691769 87040
0.0694921 87380
0.0698073 87720
0.0701225 88060
0.0704377 88400
0.0707529 88740
0.0710681 89080
0.0713833 89420
0.0716985 89760
0.0720137 90100
0.0723289 90440
0.0726441 90780
0.0729593 91120
0.0732745 91460
0.0735897 91800
0.0739049 92140
0.0742201 92480
0.0745353 92820
0.0748505 93160
0.0751657 93500
0.0754809 93840
0.0757961 94180
0.0761113 94520
0.0764265 94860
0.0767417 95200
0.0770569 95540
0.0773721 95880
0.0776873 96220
0.0780025 96560
0.0783177 96900
0.0786329 97240
0.0789481 97580
0.0792633 97920
0.0795785 98260
0.0798937 98600
0.0802089 98940
0.0805241 99280
0.0808393 99620
0.0811545 99960
0.0814697 100300
0.0817849 100640
0.0821001 100980
0.0824153 101320
0.0827305 101660
0.0830457 102000
0.0833609 102340
0.0836761 102680
0.0839913 103020
0.0843065 103360
0.0846217 103700
0.0849369 104040
0.0852521 104380
0.0855673 104720
0.0858825 105060
0.0861977 105400
0.0865129 105740
0.0868281 106080
0.0871433 106420
0.0874585 106760
0.0877737 107100
0.0880889 107440
0.0884041 107780
0.0887193 108120
0.0890345 108460
0.0893497 108800
0.0896649 109140
0.0899801 109480
0.0902953 109820
0.0906105 110160
0.0909257 110500
0.0912409 110840
0.0915561 111180
0.0918713 111520
0.0921865 111860
0.0925017 112200
0.0928169 112540
0.0931321 112880
0.0934473 113220
0.0937625 113560
0.0940777 113900
0.0943929 114240
0.0947081 114580
0.0950233 114920
0.0953385 115260
0.0956537 115600
0.0959689 115940
0.0962841 116280
0.0965993 116620
0.0970811 93160
0.17494 74460
1.19149 340
1.20328 680
1.22014 1020
1.2203 1360
1.23041 1700
1.23057 2040
1.23088 2380
1.24067 2720
1.24083 3060
1.24099 3400
1.2413 3740
1.24146 4080
1.24162 4420
1.25094 4760
1.25125 5100
1.25141 5440
1.25157 5780
1.25173 6120
1.25204 6460
1.2522 6800
1.25236 7140
1.25251 7480
1.25283 7820
1.2612 8160
1.26136 8500
1.26152 8840
1.26183 9180
1.26199 9520
1.26215 9860
1.26231 10200
1.26262 10540
1.26278 10880
1.26294 11220
1.27508 11560
1.27539 11900
1.27571 12240
1.27602 12580
1.27634 12920
1.27665 13260
1.27697 13600
1.27728 13940
1.2776 14280
1.27791 14620
1.27823 14960
1.27855 15300
